Postcode,Latitude,Longitude
RG54LA,51.453044,-0.90009
RG54LB,51.452389,-0.899137
RG54LD,51.454811,-0.901544
RG54LE,51.459675,-0.905285
RG54LF,51.458734,-0.905696
RG54LG,51.459056,-0.904552
RG54LH,51.458954,-0.901344
RG54LJ,51.45969,-0.904018
RG54LL,51.458733,-0.902717
RG54LN,51.457988,-0.900936
RG54LP,51.456825,-0.899596
RG54LR,51.455781,-0.899521
RG54LS,51.457107,-0.900942
RG54LT,51.457082,-0.902138
RG54LU,51.4554,-0.900091
RG54LW,51.457613,-0.901175
RG54LX,51.455094,-0.900098
RG54LY,51.457096,-0.902583
RG54LZ,51.458666,-0.903165
RG54NA,51.460522,-0.902645
RG54NB,51.460825,-0.904308
RG54ND,51.455368,-0.886246
RG54NF,51.451228,-0.891499
RG54NG,51.451523,-0.890369
RG54NH,51.460889,-0.901528
RG54NJ,51.460917,-0.900649
RG54NL,51.451781,-0.886376
RG54NN,51.458853,-0.899188
RG54NP,51.458544,-0.899756
RG54NQ,51.451986,-0.885148
RG54NR,51.457205,-0.898867
RG54NS,51.45541,-0.898129
RG54NT,51.457025,-0.897965
RG54NU,51.455215,-0.897558
RG54NW,51.452121,-0.888095
RG54NX,51.454871,-0.897456
RG54NY,51.454779,-0.898134
RG54NZ,51.452708,-0.884512
RG54PA,51.450736,-0.885179
RG54PB,51.450877,-0.886758
RG54PD,51.450937,-0.886483
RG54PE,51.45022,-0.886688
RG54PF,51.450496,-0.890265
RG54PG,51.456965,-0.897304
RG54PH,51.458613,-0.89856
RG54PJ,51.459005,-0.897212
RG54PL,51.459189,-0.894789
RG54PN,51.460997,-0.896747
RG54PP,51.458512,-0.895219
RG54PQ,51.457204,-0.896852
RG54PR,51.458845,-0.894467
RG54PS,51.459141,-0.894402
RG54PT,51.459812,-0.893133
RG54PU,51.459595,-0.891066
RG54PW,51.46095,-0.894617
RG54PX,51.45883,-0.891905
RG54PY,51.458877,-0.8901
RG54PZ,51.456596,-0.892535
RG54QA,51.457904,-0.891956
RG54QB,51.458745,-0.892468
RG54QD,51.459644,-0.892475
RG54QE,51.458343,-0.893658
RG54QF,51.457084,-0.892753
RG54QG,51.458878,-0.893185
RG54QH,51.45546,-0.896981
RG54QJ,51.456324,-0.895089
RG54QL,51.458,-0.893418
RG54QN,51.457235,-0.895355
RG54QP,51.455483,-0.895541
RG54QR,51.45585,-0.897274
RG54QS,51.456222,-0.890932
RG54QT,51.460165,-0.897141
RG54QU,51.456768,-0.889738
RG54QW,51.457594,-0.893374
RG54QX,51.456796,-0.889853
RG54QY,51.455526,-0.894374
RG54QZ,51.454992,-0.89502
RG54RA,51.459629,-0.901342
RG54RB,51.46193,-0.900366
RG54RD,51.457744,-0.895961
RG54RE,51.463922,-0.89895
RG54RF,51.464605,-0.889347
RG54RJ,51.456749,-0.894417
RG54RL,51.462157,-0.895812
RG54RN,51.461948,-0.894387
RG54RP,51.464614,-0.895047
RG54RR,51.463177,-0.894127
RG54RS,51.462747,-0.891594
RG54RT,51.46354,-0.890649
RG54RU,51.463743,-0.888341
RG54RW,51.461603,-0.895163
RG54RX,51.460118,-0.891226
RG54RY,51.457407,-0.888845
RG54RZ,51.457467,-0.889505
RG54SA,51.453086,-0.895987
RG54SB,51.452794,-0.89635
RG54SD,51.455334,-0.889284
RG54SE,51.455818,-0.889186
RG54SF,51.456278,-0.88917
RG54SG,51.451975,-0.897147
RG54SH,51.45584,-0.887497
RG54SJ,51.456316,-0.887619
RG54SN,51.452887,-0.892999
RG54SP,51.449822,-0.899659
RG54SQ,51.454128,-0.895861
RG54SR,51.455541,-0.882644
RG54ST,51.451345,-0.899076
RG54SU,51.457638,-0.878976
RG54SW,51.454626,-0.893388
RG54SX,51.455938,-0.881842
RG54SY,51.453117,-0.878356
RG54SZ,51.45295,-0.894868
RG54TA,51.45259,-0.87956
RG54TB,51.451285,-0.878441
RG54TD,51.450722,-0.879969
RG54TE,51.457542,-0.879266
RG54TF,51.452732,-0.891689
RG54TG,51.46272,-0.898303
RG54TH,51.461986,-0.892908
RG54TJ,51.461066,-0.892542
RG54TL,51.461753,-0.892007
RG54TP,51.463012,-0.892955
RG54TQ,51.454046,-0.890956
RG54TR,51.452678,-0.890859
RG54TT,51.459943,-0.898399
RG54TU,51.462791,-0.890485
RG54TW,51.463442,-0.901424
RG54TX,51.44564,-0.893846
RG54TY,51.451418,-0.889796
RG54TZ,51.451054,-0.888409
RG54UB,51.458557,-0.884053
RG54UD,51.45199,-0.883723
RG54UE,51.452207,-0.881919
RG54UF,51.45251,-0.882646
RG54UG,51.454534,-0.88084
RG54UH,51.458689,-0.880911
RG54UJ,51.456751,-0.884169
RG54UL,51.455083,-0.888397
RG54UN,51.45887,-0.881958
RG54UP,51.45351,-0.886622
RG54UQ,51.455114,-0.88038
RG54UR,51.453988,-0.884855
RG54US,51.455482,-0.879306
RG54UT,51.453395,-0.889691
RG54UU,51.453457,-0.88861
RG54UW,51.454353,-0.885465
RG54UX,51.454615,-0.888275
RG54UY,51.45309,-0.885021
RG54UZ,51.45365,-0.887137
RG54WL,51.455174,-0.878014
RG54WN,51.454724,-0.877194
RG54WP,51.45497,-0.876598
RG54WQ,51.455899,-0.876921
RG54WR,51.455993,-0.878081
RG54XA,51.458795,-0.879743
RG54XB,51.459897,-0.883055
RG54XD,51.460911,-0.881015
RG54XE,51.460205,-0.881479
RG54XF,51.45766,-0.880476
RG54XG,51.456603,-0.879984
RG54XH,51.458051,-0.881848
RG54XJ,51.454865,-0.886287
RG54XL,51.456885,-0.885921
RG54XN,51.459385,-0.884148
RG54XP,51.456896,-0.882438
RG54XQ,51.457794,-0.883208
RG54XR,51.455925,-0.88144
RG54XW,51.458221,-0.885529
RG61AA,51.457625,-0.945636
RG61AD,51.457893,-0.932282
RG61AG,51.458421,-0.931209
RG61AH,51.455315,-0.935744
RG61AJ,51.45629,-0.931259
RG61AL,51.455869,-0.930271
RG61AN,51.455552,-0.930034
RG61AP,51.457026,-0.926161
RG61AQ,51.458842,-0.929055
RG61AR,51.457486,-0.92616
RG61AS,51.458037,-0.929415
RG61AT,51.457471,-0.929562
RG61AU,51.458429,-0.92503
RG61AW,51.458101,-0.936514
RG61AY,51.458908,-0.924476
RG61AZ,51.45695,-0.941386
RG61BA,51.458412,-0.922343
RG61BB,51.459591,-0.920574
RG61BD,51.459967,-0.917369
RG61BE,51.459569,-0.918929
RG61BG,51.45897,-0.921332
RG61BQ,51.458772,-0.923385
RG61BS,51.459459,-0.917871
RG61BT,51.454176,-0.925086
RG61BU,51.457291,-0.92153
RG61BX,51.454566,-0.925394
RG61BY,51.457136,-0.923424
RG61BZ,51.457071,-0.924174
RG61DA,51.455649,-0.925872
RG61DB,51.455321,-0.925568
RG61DD,51.457129,-0.922556
RG61DH,51.451892,-0.933089
RG61DJ,51.44964,-0.936624
RG61DL,51.45001,-0.934816
RG61DN,51.450157,-0.936094
RG61DP,51.450623,-0.933896
RG61DQ,51.449418,-0.93791
RG61DS,51.450996,-0.932448
RG61DT,51.45139,-0.931287
RG61DU,51.451499,-0.932364
RG61DX,51.452525,-0.929548
RG61DY,51.452261,-0.92918
RG61DZ,51.444939,-0.931855
RG61EA,51.453974,-0.927523
RG61EB,51.454922,-0.928926
RG61ED,51.45411,-0.929785
RG61EE,51.453257,-0.928764
RG61EG,51.454901,-0.932716
RG61EH,51.454245,-0.934584
RG61EJ,51.453764,-0.932297
RG61EL,51.452845,-0.933095
RG61EN,51.452033,-0.931747
RG61EP,51.452949,-0.930618
RG61ER,51.455362,-0.927107
RG61ES,51.456078,-0.926567
RG61ET,51.447314,-0.926029
RG61EU,51.447983,-0.925481
RG61EX,51.448699,-0.93394
RG61EY,51.443859,-0.929751
RG61EZ,51.44538,-0.927916
RG61FA,51.450172,-0.925799
RG61FB,51.450544,-0.926179
RG61FD,51.448835,-0.941104
RG61FE,51.460038,-0.920247
RG61FF,51.44902,-0.921797
RG61FG,51.454966,-0.930973
RG61FH,51.450382,-0.924245
RG61FJ,51.449472,-0.924002
RG61FL,51.450066,-0.921067
RG61FN,51.450477,-0.921806
RG61FP,51.449644,-0.923077
RG61FQ,51.455947,-0.926067
RG61FR,51.450901,-0.920932
RG61FS,51.451656,-0.928801
RG61FT,51.455546,-0.922521
RG61HA,51.446558,-0.928983
RG61HB,51.448093,-0.930645
RG61HD,51.449095,-0.93101
RG61HE,51.447686,-0.928409
RG61HG,51.447542,-0.927449
RG61HH,51.449788,-0.930173
RG61HJ,51.448957,-0.927732
RG61HL,51.450489,-0.929135
RG61HN,51.450095,-0.927274
RG61HP,51.450978,-0.928476
RG61HQ,51.449197,-0.927319
RG61HR,51.452337,-0.926645
RG61HS,51.447851,-0.926645
RG61HT,51.449075,-0.926717
RG61HU,51.449954,-0.926615
RG61HW,51.451786,-0.927421
RG61JB,51.451653,-0.930576
RG61JG,51.452714,-0.948262
RG61JH,51.45201,-0.945103
RG61JJ,51.451517,-0.943287
RG61JL,51.450392,-0.940041
RG61JN,51.449085,-0.938839
RG61JP,51.448507,-0.937542
RG61JQ,51.452451,-0.947102
RG61JR,51.448507,-0.937542
RG61JS,51.44539,-0.934032
RG61JU,51.443131,-0.932761
RG61JX,51.444326,-0.925783
RG61JY,51.445972,-0.926766
RG61LD,51.452291,-0.943398
RG61LE,51.451911,-0.943177
RG61LF,51.451935,-0.940787
RG61LG,51.449437,-0.937967
RG61LH,51.448545,-0.936793
RG61LJ,51.448827,-0.937175
RG61LP,51.445434,-0.932923
RG61LQ,51.450563,-0.930357
RG61LS,51.443947,-0.932569
RG61LT,51.442962,-0.931944
RG61LW,51.446676,-0.934937
RG61LX,51.448323,-0.933201
RG61NA,51.443553,-0.930708
RG61NB,51.443163,-0.931393
RG61ND,51.444087,-0.931055
RG61NH,51.448396,-0.935228
RG61NJ,51.448828,-0.936341
RG61NL,51.449099,-0.935471
RG61NN,51.449005,-0.933962
RG61NP,51.449361,-0.934544
RG61NR,51.450025,-0.933492
RG61NS,51.447851,-0.935644
RG61NT,51.447418,-0.934517
RG61NU,51.447753,-0.933761
RG61NX,51.448237,-0.933577
RG61NY,51.447361,-0.933223
RG61PA,51.446899,-0.933781
RG61PB,51.447168,-0.932782
RG61PD,51.446551,-0.933084
RG61PE,51.446829,-0.932084
RG61PG,51.445904,-0.931185
RG61PH,51.445482,-0.931195
RG61PJ,51.446447,-0.931532
RG61PL,51.446565,-0.930738
RG61PN,51.44731,-0.931541
RG61PP,51.448319,-0.932697
RG61PQ,51.459776,-0.942779
RG61PR,51.449363,-0.932802
RG61PS,51.448451,-0.934272
RG61PT,51.460574,-0.93245
RG61PW,51.447718,-0.931905
RG61PX,51.448795,-0.933665
RG61QA,51.449274,-0.93987
RG61QB,51.450108,-0.941621
RG61QD,51.451223,-0.942632
RG61QE,51.450076,-0.941032
RG61RA,51.459845,-0.939539
RG61RB,51.46238,-0.924447
RG61WE,51.457625,-0.945636
RG61WG,51.461224,-0.926005
RG63AA,51.432013,-0.905026
RG63AB,51.432471,-0.903993
RG63AD,51.432798,-0.90436
RG63AE,51.433,-0.903689
RG63AF,51.432919,-0.902712
RG63AH,51.433176,-0.905314
RG63AJ,51.434202,-0.903358
RG63AL,51.433948,-0.904112
RG63AN,51.430592,-0.9089
RG63AP,51.429714,-0.908245
RG63AQ,51.433505,-0.903983
RG63AR,51.430392,-0.907654
RG63AS,51.430293,-0.90862
RG63AT,51.430196,-0.909744
RG63AU,51.429286,-0.908586
RG63AW,51.431296,-0.9091
RG63AX,51.429383,-0.907405
RG63AY,51.429789,-0.906618
RG63AZ,51.431918,-0.90733
RG63BA,51.431981,-0.906451
RG63BB,51.43161,-0.901396
RG63BD,51.431085,-0.901998
RG63BE,51.432337,-0.906974
RG63BG,51.432784,-0.907683
RG63BH,51.431499,-0.903887
RG63BJ,51.432043,-0.902421
RG63BL,51.432763,-0.906403
RG63BN,51.432197,-0.909294
RG63BP,51.432626,-0.914908
RG63BQ,51.430492,-0.902041
RG63BS,51.433069,-0.914107
RG63BT,51.432508,-0.915731
RG63BU,51.431698,-0.91565
RG63BW,51.432785,-0.908791
RG63BX,51.433166,-0.915859
RG63BY,51.432028,-0.912477
RG63BZ,51.432683,-0.917122
RG63DA,51.430441,-0.912011
RG63DB,51.430108,-0.911012
RG63DD,51.429208,-0.912832
RG63DG,51.43081,-0.912966
RG63DU,51.431566,-0.920788
RG63DX,51.430787,-0.919282
RG63DY,51.43055,-0.918899
RG63DZ,51.4308,-0.919699
RG63EY,51.430514,-0.915817
RG63EZ,51.430155,-0.915941
RG63HA,51.428366,-0.915081
RG63HD,51.428471,-0.913651
RG63HE,51.429759,-0.915063
RG63HG,51.427357,-0.914932
RG63SS,51.457625,-0.945636
RG63ST,51.457625,-0.945636
RG63TA,51.42718,-0.90645
RG63TB,51.427662,-0.907086
RG63TD,51.427173,-0.905717
RG63TE,51.428177,-0.903416
RG63TF,51.42814,-0.905143
RG63TG,51.427723,-0.903844
RG63TH,51.428465,-0.902593
RG63TQ,51.429097,-0.902866
RG63UA,51.428554,-0.910114
RG63UB,51.42839,-0.910819
RG63UD,51.42803,-0.909868
RG63UE,51.428104,-0.911045
RG63UF,51.428869,-0.911171
RG63UG,51.428449,-0.912404
RG63UH,51.430669,-0.903605
RG63UJ,51.427392,-0.909955
RG63UN,51.429094,-0.901514
RG63UP,51.42731,-0.9079
RG63UQ,51.428405,-0.911599
RG63UR,51.42649,-0.908696
RG63US,51.426294,-0.909808
RG63UT,51.426923,-0.909822
RG63WE,51.425197,-0.907921
RG63WF,51.425804,-0.907389
RG63WH,51.424893,-0.909094
RG63WL,51.425251,-0.909804
RG63WN,51.426155,-0.90938
RG63WP,51.425791,-0.9089
RG63XA,51.428356,-0.908249
RG63XB,51.428682,-0.907493
RG63XD,51.429079,-0.906664
RG63XE,51.428403,-0.906536
RG63XF,51.428167,-0.909203
RG63XG,51.428631,-0.909677
RG63XJ,51.429716,-0.903599
RG63XL,51.430342,-0.903253
RG63XN,51.429126,-0.905008
RG63XP,51.430292,-0.903672
RG63XR,51.429095,-0.904578
RG63XS,51.429528,-0.905689
RG63XW,51.429969,-0.904715
RG64AA,51.421335,-0.937741
RG64AB,51.421914,-0.936189
RG64AD,51.421652,-0.937964
RG64AE,51.420934,-0.935162
RG64AF,51.421492,-0.935249
RG64AG,51.420415,-0.935418
RG64AH,51.42042,-0.937058
RG64AJ,51.420075,-0.938633
RG64AL,51.420871,-0.939204
RG64AN,51.420666,-0.938346
RG64AP,51.419473,-0.939625
RG64AQ,51.420942,-0.937017
RG64AR,51.42051,-0.940982
RG64AS,51.422209,-0.939964
RG64AT,51.420721,-0.944443
RG64AU,51.421894,-0.944847
RG64AW,51.41985,-0.940609
RG64AX,51.421127,-0.94557
RG64AY,51.420292,-0.94277
RG64AZ,51.42043,-0.94514
RG64BA,51.426113,-0.91736
RG64BB,51.425697,-0.918237
RG64BD,51.424661,-0.918031
RG64BE,51.425196,-0.919323
RG64BG,51.419859,-0.944563
RG64BH,51.424057,-0.916794
RG64BJ,51.424639,-0.916608
RG64BL,51.423339,-0.916034
RG64BN,51.42389,-0.915345
RG64BP,51.418797,-0.946472
RG64BQ,51.419908,-0.944073
RG64BS,51.426628,-0.918704
RG64BT,51.426606,-0.920229
RG64BU,51.426013,-0.92125
RG64BW,51.425615,-0.916081
RG64BX,51.426763,-0.920714
RG64BY,51.428306,-0.922275
RG64BZ,51.427504,-0.921114
RG64DA,51.424953,-0.928265
RG64DB,51.425119,-0.927729
RG64DD,51.425348,-0.929176
RG64DE,51.425063,-0.929413
RG64DF,51.42466,-0.929581
RG64DG,51.423755,-0.927962
RG64DH,51.422196,-0.923727
RG64DJ,51.423899,-0.926032
RG64DL,51.423522,-0.927105
RG64DP,51.421423,-0.932633
RG64DQ,51.424651,-0.927711
RG64DR,51.421926,-0.931529
RG64DS,51.422037,-0.932921
RG64DU,51.42329,-0.929325
RG64DX,51.422633,-0.929254
RG64DY,51.423641,-0.930281
RG64DZ,51.422876,-0.931219
RG64EA,51.425522,-0.92165
RG64ED,51.422232,-0.920778
RG64EE,51.427615,-0.918374
RG64EF,51.427792,-0.916245
RG64EG,51.426682,-0.917753
RG64EH,51.427961,-0.916975
RG64EJ,51.426004,-0.929147
RG64EL,51.425203,-0.930057
RG64EN,51.42556,-0.930667
RG64EP,51.428618,-0.920897
RG64EQ,51.427298,-0.917116
RG64ER,51.428801,-0.919372
RG64ES,51.428896,-0.917989
RG64EU,51.428914,-0.916996
RG64EW,51.428053,-0.92009
RG64EX,51.428426,-0.917698
RG64EY,51.424915,-0.923146
RG64EZ,51.425934,-0.922446
RG64GD,51.425627,-0.93219
RG64HA,51.422951,-0.914936
RG64HB,51.42716,-0.92562
RG64HD,51.427406,-0.924996
RG64HE,51.426532,-0.924905
RG64HF,51.425892,-0.911112
RG64HG,51.426716,-0.913624
RG64HH,51.426268,-0.91188
RG64HJ,51.423679,-0.942419
RG64HL,51.426793,-0.922958
RG64HN,51.422433,-0.942879
RG64HP,51.422709,-0.938515
RG64HQ,51.42381,-0.939923
RG64HR,51.423224,-0.939811
RG64HS,51.423071,-0.938765
RG64HT,51.421294,-0.9422
RG64HU,51.421621,-0.942581
RG64HW,51.426135,-0.912958
RG64HX,51.4217,-0.941342
RG64HY,51.421759,-0.939889
RG64HZ,51.422332,-0.940666
RG64JA,51.42313,-0.918729
RG64JB,51.423149,-0.916887
RG64JD,51.423531,-0.917353
RG64JE,51.423136,-0.91939
RG64JF,51.424269,-0.919407
RG64JG,51.422709,-0.92186
RG64JH,51.422294,-0.918777
RG64JJ,51.422361,-0.918229
RG64JL,51.422193,-0.917528
RG64JN,51.422229,-0.922432
RG64JP,51.422882,-0.921022
RG64JQ,51.422108,-0.920062
RG64JS,51.4248,-0.920329
RG64JT,51.423805,-0.921676
RG64JU,51.425866,-0.916061
RG64JW,51.423236,-0.921416
RG64JX,51.425226,-0.914868
RG64JY,51.425565,-0.914615
RG64JZ,51.42395,-0.913071
RG64LP,51.457625,-0.945636
RG64NY,51.425802,-0.925742
RG64NZ,51.4258,-0.926505
RG64PS,51.42769,-0.92367
RG64UP,51.421719,-0.929577
RG64UT,51.421393,-0.928348
RG64UU,51.426734,-0.916544
RG64UW,51.421057,-0.928855
RG64UY,51.423608,-0.922802
RG64UZ,51.423143,-0.924079
RG64XA,51.422705,-0.927177
RG64XB,51.42274,-0.925138
RG64XE,51.424572,-0.924951
RG65AB,51.431589,-0.93221
RG65AD,51.430272,-0.932567
RG65AE,51.430275,-0.931905
RG65DP,51.441469,-0.923073
RG65GA,51.424736,-0.933016
RG65GH,51.426708,-0.94127
RG65GJ,51.426166,-0.940875
RG65GL,51.425706,-0.93984
RG65GN,51.426776,-0.938775
RG65GP,51.42764,-0.940827
RG65GR,51.427355,-0.940085
RG65GS,51.427241,-0.936612
RG65GT,51.427872,-0.936712
RG65GU,51.428535,-0.937311
RG65GW,51.427173,-0.939917
RG65GX,51.428278,-0.93886
RG65GY,51.427325,-0.937904
RG65GZ,51.427973,-0.93787
RG65HJ,51.423233,-0.934715
RG65HQ,51.42453,-0.933122
RG65HZ,51.425642,-0.932751
RG65JH,51.436087,-0.913762
RG65PN,51.429776,-0.927591
RG65PR,51.430744,-0.928154
RG65PS,51.435434,-0.934781
RG65PT,51.43582,-0.933722
RG65PU,51.434255,-0.932622
RG65PW,51.43022,-0.925951
RG65PX,51.434003,-0.932671
RG65PY,51.433617,-0.932738
RG65QA,51.434297,-0.931398
RG65QB,51.434431,-0.92928
RG65QD,51.433144,-0.928145
RG65QE,51.430248,-0.92512
RG65QF,51.429037,-0.926295
RG65QG,51.431497,-0.923936
RG65QH,51.431948,-0.922261
RG65QJ,51.432211,-0.923549
RG65QL,51.43265,-0.930094
RG65QN,51.432616,-0.93338
RG65QP,51.431524,-0.93785
RG65QQ,51.430881,-0.924544
RG65QR,51.432174,-0.933217
RG65QS,51.431958,-0.938142
RG65QT,51.430488,-0.922914
RG65QU,51.431749,-0.928864
RG65QX,51.431029,-0.923059
RG65QY,51.429724,-0.923939
RG65QZ,51.429801,-0.921535
RG65RA,51.433092,-0.938082
RG65RB,51.432468,-0.938744
RG65RD,51.435045,-0.938339
RG65RE,51.436319,-0.936142
RG65RG,51.436602,-0.936668
RG65RN,51.4374,-0.929456
RG65RQ,51.434794,-0.939424
RG65RX,51.431257,-0.929268
RG65RY,51.432049,-0.928387
RG65RZ,51.430379,-0.926671
RG65SA,51.43092,-0.926888
RG65SE,51.437069,-0.943342
RG65SG,51.43505,-0.942991
RG65SH,51.434282,-0.940635
RG65SJ,51.435614,-0.936777
RG65SL,51.435468,-0.935557
RG65SN,51.434966,-0.934677
RG65SP,51.433691,-0.935915
RG65SR,51.433582,-0.936752
RG65ST,51.433834,-0.93479
RG65SY,51.42609,-0.933589
RG65TA,51.427516,-0.935181
RG65TB,51.433145,-0.9402
RG65TD,51.432807,-0.939604
RG65TE,51.432247,-0.941094
RG65TG,51.431981,-0.942644
RG65TH,51.431117,-0.943613
RG65TJ,51.433192,-0.943379
RG65TL,51.433412,-0.942784
RG65TP,51.433327,-0.942369
RG65TQ,51.433283,-0.941449
RG65TR,51.430433,-0.941543
RG65TS,51.429118,-0.944278
RG65TT,51.424736,-0.933016
RG65TU,51.429959,-0.942792
RG65TW,51.431465,-0.940354
RG65TX,51.43044,-0.943269
RG65TZ,51.430822,-0.944785
RG65UA,51.42969,-0.94472
RG65UB,51.428804,-0.933291
RG65UD,51.427863,-0.927909
RG65UE,51.430145,-0.937566
RG65UF,51.430975,-0.939877
RG65UG,51.426664,-0.932425
RG65UH,51.43039,-0.939732
RG65UL,51.429617,-0.927955
RG65UN,51.42992,-0.928447
RG65UP,51.429156,-0.921838
RG65UQ,51.428699,-0.93675
RG65UR,51.429795,-0.934668
RG65UT,51.43061,-0.937296
RG65UU,51.430408,-0.935776
RG65UW,51.426892,-0.929888
RG65UX,51.428866,-0.935322
RG65UY,51.428451,-0.935145
RG65UZ,51.429113,-0.928873
RG65XD,51.4316,-0.93044
RG65XE,51.429325,-0.93045
RG65XF,51.429202,-0.9296
RG65XG,51.430468,-0.93039
RG65XP,51.42617,-0.93645
RG65XR,51.425399,-0.93665
RG65XS,51.425948,-0.937821
RG65XT,51.426177,-0.936085
RG65XU,51.425107,-0.936244
RG65YG,51.424991,-0.939368
RG65YH,51.425927,-0.938292
RG65YJ,51.429231,-0.926924
RG65YL,51.428263,-0.926213
RG65YP,51.428723,-0.9315
RG65YQ,51.424962,-0.938041
RG65YR,51.426637,-0.934425
RG65YS,51.427597,-0.931281
RG65YT,51.427033,-0.934473
RG65YU,51.428064,-0.932119
RG65YX,51.426921,-0.935051
RG65YY,51.425859,-0.93486
RG65YZ,51.427505,-0.931988
RG66AH,51.457625,-0.945636
RG66AX,51.441475,-0.935413
RG66BG,51.442637,-0.935823
RG66BQ,51.443735,-0.937883
RG66BT,51.441635,-0.945222
RG66BU,51.441475,-0.935413
RG66BX,51.457625,-0.945636
RG66BZ,51.440859,-0.936909
RG66DD,51.440373,-0.943976
RG66DE,51.44371,-0.93693
RG66DF,51.440374,-0.943956
RG66DG,51.44553,-0.945319
RG66DH,51.438022,-0.94437
RG66DJ,51.442541,-0.952913
RG66DL,51.442458,-0.946685
RG66DN,51.441522,-0.94757
RG66DP,51.439511,-0.948019
RG66DQ,51.442279,-0.947797
RG66DR,51.439549,-0.949212
RG66DS,51.439284,-0.945751
RG66DT,51.440121,-0.94776
RG66DU,51.43943,-0.946942
RG66DX,51.43887,-0.942696
RG66DY,51.437577,-0.941848
RG66DZ,51.439441,-0.936194
RG66EA,51.441475,-0.935413
RG66EB,51.44005,-0.944913
RG66ED,51.438984,-0.944405
RG66EE,51.43943,-0.946942
RG66EF,51.440348,-0.943079
RG66EG,51.437606,-0.941157
RG66EH,51.440833,-0.94301
RG66EJ,51.439154,-0.946301
RG66EL,51.44113,-0.94601
RG66EN,51.439758,-0.946474
RG66EP,51.445221,-0.941945
RG66EQ,51.440095,-0.933992
RG66ER,51.440609,-0.947044
RG66ES,51.439441,-0.936194
RG66ET,51.438693,-0.936989
RG66EU,51.438433,-0.936103
RG66EW,51.441393,-0.944249
RG66EX,51.437934,-0.943552
RG66EY,51.439515,-0.944364
RG66HA,51.444639,-0.948395
RG66HB,51.444724,-0.948897
RG66HD,51.445178,-0.950326
RG66HE,51.445267,-0.949273
RG66HF,51.445146,-0.948772
RG66HH,51.445033,-0.948271
RG66HS,51.444828,-0.949398
RG66HW,51.443952,-0.946972
RG66JD,51.443944,-0.94408
RG66JE,51.444492,-0.945104
RG66JH,51.443962,-0.945073
RG66JJ,51.443813,-0.944572
RG66JL,51.4445,-0.943895
RG66JN,51.444292,-0.944657
RG66JP,51.445056,-0.944803
RG66JQ,51.445268,-0.944395
RG66JR,51.445281,-0.943848
RG66JS,51.444903,-0.943713
RG66JT,51.4448,-0.944291
RG66LA,51.438479,-0.941343
RG66PU,51.437115,-0.943499
RG66UA,51.44126,-0.943567
RG66UB,51.442012,-0.94424
RG66UD,51.442021,-0.946283
RG66UQ,51.441475,-0.935413
RG66UR,51.440608,-0.947064
RG67AB,51.439236,-0.916867
RG67AD,51.44568,-0.937248
RG67AE,51.446003,-0.937097
RG67AF,51.446255,-0.937134
RG67AG,51.44044,-0.920737
RG67AH,51.433835,-0.91334
RG67AJ,51.446395,-0.936685
RG67BA,51.445221,-0.941945
RG67BB,51.443167,-0.934717
RG67BD,51.441612,-0.931861
RG67BE,51.440893,-0.932779
RG67BH,51.442558,-0.933004
RG67BJ,51.443245,-0.933463
RG67BL,51.443739,-0.934358
RG67BN,51.444498,-0.934815
RG67BP,51.444973,-0.935538
RG67BS,51.445341,-0.936537
RG67BT,51.444668,-0.937617
RG67BY,51.446258,-0.94243
RG67DA,51.441825,-0.930441
RG67DB,51.439935,-0.929396
RG67DD,51.440436,-0.928147
RG67DE,51.441248,-0.928253
RG67DF,51.44119,-0.924916
RG67DG,51.442138,-0.924453
RG67DH,51.441562,-0.922423
RG67DJ,51.441939,-0.922237
RG67DL,51.441295,-0.92276
RG67DN,51.441209,-0.922201
RG67DQ,51.457625,-0.945636
RG67DR,51.440814,-0.922297
RG67DT,51.442269,-0.929946
RG67DU,51.440785,-0.92189
RG67DX,51.440834,-0.920378
RG67DY,51.440674,-0.917826
RG67DZ,51.440673,-0.916746
RG67EA,51.439986,-0.91719
RG67EB,51.439303,-0.914434
RG67ED,51.440182,-0.915204
RG67EE,51.439644,-0.911433
RG67EF,51.43925,-0.910546
RG67EG,51.439943,-0.913642
RG67EH,51.438678,-0.910981
RG67EJ,51.43849,-0.908118
RG67EL,51.438578,-0.904207
RG67EN,51.437886,-0.900248
RG67EP,51.440444,-0.919107
RG67EQ,51.439695,-0.915043
RG67ER,51.440248,-0.919361
RG67ES,51.439119,-0.907067
RG67ET,51.439246,-0.908292
RG67EU,51.437303,-0.909158
RG67EW,51.438614,-0.900307
RG67EX,51.435617,-0.90868
RG67EY,51.434124,-0.908687
RG67EZ,51.43919,-0.911919
RG67HA,51.434108,-0.907939
RG67HB,51.433587,-0.909865
RG67HD,51.432973,-0.910628
RG67HE,51.432357,-0.911074
RG67HF,51.433467,-0.908587
RG67HG,51.432881,-0.911349
RG67HL,51.43908,-0.904929
RG67HN,51.438097,-0.903701
RG67HP,51.439751,-0.926835
RG67HR,51.437942,-0.926767
RG67HS,51.43728,-0.925243
RG67HT,51.440802,-0.925746
RG67HU,51.439497,-0.923781
RG67HX,51.440198,-0.921822
RG67HY,51.438919,-0.915517
RG67JA,51.438254,-0.915739
RG67JB,51.438056,-0.910852
RG67JD,51.438114,-0.90839
RG67JE,51.435937,-0.907306
RG67JF,51.436047,-0.906569
RG67JL,51.436291,-0.910472
